created_at,username,text
2021-10-09 02:29:15+00:00,RomainAmiel,"I don’t want #BrooklynNineNine to eeeeeeeeend! 😭
It was meant to go for as long as the Simpsons… at least!"
2021-10-09 01:58:27+00:00,Alexxander_M,Whos cutting onions 😭😭😭😭😭😭 This Convo between holt and Jake bro  #BrooklynNineNine
2021-10-09 01:56:45+00:00,Alexxander_M,"“The one thing you couldn’t figure out was how how to grow up…In the end you finally did.” 
#BrooklynNineNine https://t.co/E2nUQtuS1d"
2021-10-09 01:33:23+00:00,Alexxander_M,Y’all brought back everybody/every memory for this last episode 😭 #BrooklynNineNine https://t.co/Zl47805alM
2021-10-09 01:26:56+00:00,Alexxander_M,“SON OF A BITCH!! THIS A FAKE INTERVIEW!! THIS APART OF THE HEIST”😹😹 #BrooklynNineNine
2021-10-09 01:24:37+00:00,Alexxander_M,Jake At Home While Amy Workin that new job 😹 #BrooklynNineNine https://t.co/C3woH9jtnT
2021-10-09 00:29:23+00:00,annawebbyy,#BrooklynNineNine def ended wayyyy too fast
2021-10-08 20:52:38+00:00,RobCoke,"Fans of #BrooklynNineNine and #Cheers – thoughts on my B99/Cheers theory?

Jake = Sam
Amy = Diane
Rosa = Carla
Terr… https://t.co/ZILMI5Diei"
2021-10-08 19:53:36+00:00,JessAfonso5,"RT @cinnamongmedia: GINA IS BACK, THEY'RE TOGETHER AGAIN 

#BrooklynNineNine #B99 #brooklyn99

https://t.co/rwMxBGh5Mw"
2021-10-08 19:47:03+00:00,DragonsbroFragZ,SPOILER FREE! Ahh where do I even begin with this show can’t believe it’s been 8 years already I only started watch… https://t.co/OvrxCkFqHc
2021-10-08 17:03:07+00:00,CharminHeshitha,this one is: Peralta Guaranteed❤️ #Brooklyn99 #brooklynninenine #diehard 😂 https://t.co/Kf37wzpdSd
2021-10-08 17:01:25+00:00,Jason63533195,Happy turkey day! #BrooklynNineNine #b99spoilers #Brooklyn99
2021-10-08 16:06:12+00:00,RGR_Gaming,"Welcome to the NINE NINE all! 
I made just for you a FUNCIONAL police station in #thesims4 after the precinct from… https://t.co/QFs0rQLxam"
2021-10-08 14:53:04+00:00,mathteachermov1,"#deathatthewing #adammckay #hishouse #netflix #brooklynninenine #halloween @ Fairfield, Connecticut https://t.co/rwSd0edZcN"
2021-10-08 14:06:02+00:00,Otakuuukuu,"Where can I fin people to do a Halloween heist with?
#BrooklynNineNine #b99"
2021-10-08 08:50:56+00:00,ranjhaanaaa,"Say you'll remember me,
Standing in a nice dress
Staring at the sunset, babe...

#BrooklynNineNine 
#B99… https://t.co/cvRJaKi8JT"
2021-10-08 05:15:26+00:00,nuggin,"Here's an idea for Halloween 2021

You can still dress up but instead of going out, you stay at home and watch ever… https://t.co/rpxicumeTm"
2021-10-08 03:35:56+00:00,mmbfan,"Rewatching the ""Safe House"" episode of #BrooklynNineNine and @iamstephbeatz in the salon kills me every time! The n… https://t.co/vbFvFgJp1o"
2021-10-07 23:42:58+00:00,shillas15,Really need someone to pick up Brooklyn 99. We need another season #Brooklyn99 #BrooklynNineNine
2021-10-07 20:55:50+00:00,mcneIIa,RT @nellagugliersi: B99 may have ended but I am on my now eighth rewatch and I have some things to share: my latest piece for Pop Off #Broo…
2021-10-07 20:55:18+00:00,nellagugliersi,B99 may have ended but I am on my now eighth rewatch and I have some things to share: my latest piece for Pop Off… https://t.co/s6U2zt5hR3
2021-10-07 20:53:29+00:00,BillsworldYT,Watching Brooklyn Nine Nine right now I love it so much #BrooklynNineNine
2021-10-07 17:38:04+00:00,AbigailSmith999,Is my anxiety bad or did I just watch the last ever episode of my comfort show? #BrooklynNineNine
2021-10-07 17:36:55+00:00,cdub4521,First 7 minutes of the final season and it’s already off the rails dumb. #BrooklynNineNine
